ID,Age,Age_Category,Education,Marital_Status,Income,Income_Category,Kids,Kidhome,Teenhome,Registered_Year,Registered_Month,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_Acc_Cmp,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWinesCat,MntFruitsCat,MntMeatProductsCat,MntFishProductsCat,MntSweetProductsCat,MntGoldProdsCat,TotalPurchaseCat,NumDealsCat,NumWebCat,NumCatalogCat,NumStoreCat,NumWebVisitsCat
2620,50,2. Elderly,Post Graduate,Relationship,34596.0,1. Lower,1,1,0,2013,April,14,0,2,0,0,7,23,1,1,0,2,8,0,0,0,0,0,0,0,1,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
3933,44,1. Adult,Graduate,Relationship,44010.0,2. Lower-Middle,1,1,0,2012,October,186,36,234,86,72,48,662,6,10,2,6,9,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Visit
10981,36,1. Adult,Graduate,Relationship,84219.0,4. Upper,0,0,0,2014,February,434,137,400,45,137,45,1198,1,3,4,10,1,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
1734,56,2. Elderly,Post Graduate,Relationship,40706.0,2. Lower-Middle,3,2,1,2013,January,59,0,11,4,2,5,81,4,3,0,4,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
10995,36,1. Adult,Post Graduate,Relationship,15716.0,1. Lower,1,1,0,2012,November,16,5,30,8,7,26,92,3,3,0,4,8,0,0,0,0,0,0,1,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,High Number Visit
6357,65,2. Elderly,Post Graduate,Single,59052.0,3. Upper-Middle,1,0,1,2013,November,230,35,75,63,57,31,491,3,7,1,7,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
9209,53,2. Elderly,Post Graduate,Relationship,80573.0,4. Upper,0,0,0,2012,October,829,138,430,60,92,15,1564,1,4,6,13,2,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
10286,62,2. Elderly,Graduate,Relationship,83715.0,4. Upper,0,0,0,2014,February,318,8,407,150,35,8,926,1,2,8,13,0,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Low Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
2611,65,2. Elderly,Post Graduate,Relationship,82576.0,4. Upper,0,0,0,2012,August,1206,55,445,168,18,18,1910,1,2,4,12,1,1,0,0,1,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
3308,72,3. Old,Graduate,Relationship,35704.0,2. Lower-Middle,2,1,1,2014,January,30,9,12,2,11,30,94,3,2,0,4,4,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
5407,70,3. Old,Graduate,Relationship,53103.0,3. Upper-Middle,1,0,1,2013,September,729,17,133,11,0,195,1085,5,10,6,7,7,1,1,0,0,0,0,0,0,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,High Amount Purchases,High Number of Total Purchase,High Number Purchases,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
2166,64,2. Elderly,Post Graduate,Single,46779.0,2. Lower-Middle,2,1,1,2013,July,12,1,3,0,0,7,23,1,0,1,2,4,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
3955,59,2. Elderly,Graduate,Single,4861.0,1. Lower,0,0,0,2014,June,2,1,1,1,0,1,6,0,0,0,0,14,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
6634,45,1. Adult,Post Graduate,Single,33462.0,1. Lower,1,1,0,2013,August,22,3,18,0,0,11,54,1,2,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
5718,74,3. Old,Graduate,Relationship,80763.0,4. Upper,0,0,0,2013,August,674,168,108,192,42,231,1415,1,5,11,6,3,2,0,0,1,1,0,0,1,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
6872,50,2. Elderly,Post Graduate,Relationship,65352.0,3. Upper-Middle,1,0,1,2013,August,284,3,84,4,7,23,405,2,4,2,8,4,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
8164,46,2. Elderly,Post Graduate,Relationship,82170.0,4. Upper,0,0,0,2013,November,1023,93,651,49,55,37,1908,1,5,6,7,2,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
4580,55,2. Elderly,Graduate,Relationship,75759.0,4. Upper,0,0,0,2013,October,1394,22,708,89,91,182,2486,1,9,7,9,5,3,1,0,1,1,0,0,1,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
9305,48,2. Elderly,Post Graduate,Single,79689.0,4. Upper,0,0,0,2013,May,311,26,640,180,37,121,1315,1,4,9,13,2,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
453,68,3. Old,Post Graduate,Single,35340.0,1. Lower,2,1,1,2014,June,27,0,12,0,1,5,45,2,2,0,3,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
8545,70,3. Old,Graduate,Single,85683.0,4. Upper,0,0,0,2014,March,1296,17,311,45,69,51,1789,1,2,4,10,1,4,0,1,1,1,1,0,1,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Low Number Visit
9850,52,2. Elderly,Post Graduate,Relationship,24884.0,1. Lower,1,1,0,2012,November,3,6,7,0,0,3,19,1,0,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
7378,43,1. Adult,Post Graduate,Relationship,42021.0,2. Lower-Middle,1,1,0,2012,August,393,5,136,7,5,27,573,5,10,1,6,9,1,1,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Visit
7646,35,1. Adult,Graduate,Single,64449.0,3. Upper-Middle,1,1,0,2014,February,218,63,282,137,35,70,805,4,5,3,12,4,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
1640,70,3. Old,Graduate,Single,64587.0,3. Upper-Middle,2,1,1,2014,June,66,0,16,0,6,20,108,2,1,1,4,3,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Visit
8492,46,2. Elderly,Graduate,Relationship,75437.0,4. Upper,0,0,0,2013,November,795,0,545,95,58,0,1493,1,8,4,10,6,1,0,0,0,1,0,0,0,High Amount Purchases,Low Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
1212,51,2. Elderly,Graduate,Relationship,52845.0,3. Upper-Middle,1,1,0,2013,August,384,25,292,130,41,64,936,3,8,8,6,6,1,1,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
9097,68,3. Old,Graduate,Single,46086.0,2. Lower-Middle,1,0,1,2013,November,244,8,32,7,2,50,343,4,3,1,8,4,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
10473,68,3. Old,Post Graduate,Single,78028.0,4. Upper,1,0,1,2012,September,158,19,288,25,0,38,528,1,6,4,9,7,2,0,1,1,0,0,0,1,Medium to Low Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Visit
7962,37,1. Adult,Post Graduate,Single,95169.0,4. Upper,0,0,0,2013,October,1285,21,449,106,20,20,1901,1,4,3,4,1,2,0,0,1,1,0,0,1,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Visit
9984,43,1. Adult,Post Graduate,Relationship,56337.0,3. Upper-Middle,2,1,1,2013,March,349,16,144,28,5,182,724,5,8,5,4,8,2,1,0,0,1,0,0,1,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,High Number Visit
5527,37,1. Adult,Graduate,Relationship,22434.0,1. Lower,1,1,0,2013,February,4,12,11,3,13,15,58,2,2,0,3,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
6374,70,3. Old,Post Graduate,Relationship,36930.0,2. Lower-Middle,1,0,1,2013,May,223,2,31,0,2,39,297,5,5,2,4,8,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
7453,70,3. Old,Graduate,Single,36130.0,2. Lower-Middle,1,0,1,2013,February,157,43,127,68,56,37,488,6,3,8,4,4,1,1,0,0,0,0,0,1,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
8952,71,3. Old,Post Graduate,Relationship,65569.0,3. Upper-Middle,1,0,1,2012,November,397,46,288,20,38,70,859,2,6,5,10,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
8975,56,2. Elderly,Graduate,Relationship,19514.0,1. Lower,2,1,1,2014,January,14,3,21,2,1,28,69,4,3,1,2,8,1,1,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
6119,61,2. Elderly,Post Graduate,Single,36736.0,2. Lower-Middle,2,1,1,2013,May,10,0,3,0,0,4,17,1,1,0,2,6,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
5236,45,1. Adult,Graduate,Relationship,77568.0,4. Upper,1,0,1,2012,August,1230,0,396,232,178,158,2194,1,10,2,8,5,3,0,1,1,1,0,0,0,High Amount Purchases,Low Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
5723,48,2. Elderly,Post Graduate,Relationship,49187.0,2. Lower-Middle,1,0,1,2014,January,81,1,31,2,1,0,116,1,1,1,5,2,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Visit
1710,46,2. Elderly,Graduate,Single,30168.0,1. Lower,1,1,0,2013,March,154,20,66,0,12,27,279,7,6,1,4,9,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
1970,56,2. Elderly,Post Graduate,Relationship,34053.0,1. Lower,1,0,1,2012,September,63,0,21,7,0,12,103,1,3,0,3,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
5313,53,2. Elderly,Post Graduate,Relationship,38196.0,2. Lower-Middle,2,1,1,2014,April,30,0,11,0,0,3,44,3,2,0,4,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to High Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
10634,73,3. Old,Post Graduate,Relationship,59412.0,3. Upper-Middle,0,0,0,2014,April,90,67,165,30,43,11,406,1,4,2,8,3,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Low Number Visit
7010,59,2. Elderly,Post Graduate,Relationship,70924.0,4. Upper,0,0,0,2014,April,635,114,254,132,152,76,1363,1,6,6,7,3,1,0,0,1,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
8562,55,2. Elderly,Graduate,Relationship,54165.0,3. Upper-Middle,0,0,0,2013,May,127,4,73,15,6,11,236,1,2,1,7,2,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Low Number Visit
3158,51,2. Elderly,Graduate,Relationship,32300.0,1. Lower,1,1,0,2013,January,13,3,6,6,5,6,39,1,1,0,3,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
4436,48,2. Elderly,Graduate,Single,20180.0,1. Lower,0,0,0,2013,February,18,42,24,15,20,18,137,1,2,1,4,7,0,0,0,0,0,0,0,0,Low Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
5287,51,2. Elderly,Graduate,Relationship,34961.0,1. Lower,1,1,0,2014,June,45,2,26,4,1,1,79,3,3,1,3,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to High Number Visit
2445,50,2. Elderly,Post Graduate,Relationship,28440.0,1. Lower,1,1,0,2013,July,38,1,24,0,0,0,63,1,2,0,3,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
6059,71,3. Old,Post Graduate,Relationship,64504.0,3. Upper-Middle,3,1,2,2013,March,986,36,168,16,0,108,1314,7,11,3,4,7,0,0,0,0,0,0,0,1,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,High Amount Purchases,High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
4550,58,2. Elderly,Post Graduate,Relationship,33564.0,1. Lower,1,0,1,2014,June,61,0,3,0,0,7,71,1,1,1,3,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
4240,46,2. Elderly,Graduate,Relationship,17345.0,1. Lower,1,1,0,2012,November,4,9,16,17,0,12,58,2,2,1,2,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
8911,57,2. Elderly,Post Graduate,Relationship,56320.0,3. Upper-Middle,1,0,1,2013,April,201,53,172,116,77,83,702,3,5,4,9,4,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Medium to High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
3706,46,2. Elderly,Graduate,Single,28647.0,1. Lower,1,1,0,2013,August,19,8,29,0,12,26,94,1,2,2,2,7,1,1,0,0,0,0,0,1,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to High Number Visit
3628,37,1. Adult,Under Graduate,Single,15038.0,1. Lower,1,1,0,2013,January,4,8,11,19,12,26,80,2,2,1,2,9,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,High Number Visit
10175,66,3. Old,Post Graduate,Single,32173.0,1. Lower,1,0,1,2013,August,18,0,2,0,0,2,22,1,1,0,3,4,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
8985,60,2. Elderly,Post Graduate,Relationship,68316.0,4. Upper,1,0,1,2012,November,806,80,161,120,11,33,1211,5,10,7,10,6,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,High Number Purchases,High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
5204,53,2. Elderly,Graduate,Relationship,74538.0,4. Upper,0,0,0,2013,June,380,98,733,110,112,28,1461,1,8,8,5,3,1,0,0,1,0,0,0,1,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
9220,53,2. Elderly,Graduate,Single,91700.0,4. Upper,0,0,0,2013,January,576,172,961,125,115,19,1968,1,8,6,5,3,0,0,0,0,0,0,0,1,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
9888,55,2. Elderly,Graduate,Relationship,68695.0,4. Upper,0,0,0,2014,June,458,81,356,106,50,40,1091,1,4,4,7,2,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Low Number Visit
5263,47,2. Elderly,Post Graduate,Relationship,31056.0,1. Lower,1,1,0,2013,January,5,10,13,3,8,16,55,1,1,0,3,8,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
9503,44,1. Adult,Graduate,Single,28071.0,1. Lower,0,0,0,2012,August,39,33,130,41,26,44,313,2,5,1,5,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
10613,66,3. Old,Post Graduate,Relationship,37334.0,2. Lower-Middle,2,1,1,2014,February,26,1,16,2,2,15,62,4,3,0,4,4,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
